appid,name,overall_similarity,best_community_similarity,best_community
578890,Selatria: Advent of the Dakk'rian Empire,0.18764849537730985,0.5318102842679445,10
413760,Go To Bed: Survive The Night,0.1591970174348672,0.5317993296852899,8
449610,Monster Boy And The Cursed Kingdom,0.27247123472302986,0.5314485634730622,0
512460,Nature And Life - Drunk On Nectar,0.16949059293433097,0.5299899362155375,8
696160,Necromancer Accountant,0.15445812169129963,0.5281103792080525,12
2316580,Tales of Kenzera™: ZAU,0.313923353365379,0.5280912101744817,3
575780,Inner silence,0.18039574342815362,0.5275639976777857,1
679770,Dr. Cares - Pet Rescue 911,0.1866580577560148,0.5272410739993232,8
2295610,Abathor,0.30324718518195043,0.5270982450008921,5
448670,Pinball HD Collection,0.15445812169129963,0.5267839538364748,8
549760,Evolution VR,0.15445812169129963,0.5260464285646066,3
516610,Guardian war VR,0.1433470105801885,0.525990303042824,8
1557480,Project MIKHAIL,0.17668034391352183,0.524930452526861,9
680430,Lemuria: Lost in Space - VR Edition Demo,0.18771378385195148,0.5240100702995732,11
758220,Osmorrow,0.16236223895768212,0.5239727094493984,11
1008710,Wet Girl,0.19337454097165777,0.5233778759347582,10
426790,Grow Up,0.298619020774566,0.5231628803637793,1
1213230,Rain on Your Parade,0.1651548269062786,0.5213041344477528,8
255070,Abyss Odyssey,0.2467237777080621,0.5210664359165401,1
580560,Hero Barrier,0.163325839053812,0.5210041381892915,8
2689230,FURRY BACKROOMS,0.17907812206813042,0.5204831103267485,8
496980,Cosmic Cavern 3671宇宙最大の地底最大の作戦,0.1684103184047773,0.5204704239198006,1
951640,Gangsta Sniper,0.17668034391352183,0.5204347474872685,8
767870,Dark Noid,0.17668034391352183,0.5204347474872685,8
728830,San Matias - Mafia City,0.17668034391352183,0.5204347474872685,8
654000,A Quick Death,0.17668034391352183,0.5204347474872685,8
484920,Full Game Upgrade,0.13223589946907738,0.5196972222154003,3
708760,Social Club VR : Casino Nights,0.21872284085709515,0.5192169211032265,12
207320,Ys: The Oath in Felghana,0.32658888345040527,0.5179272529820987,9
701750,Life on Mars Remake Demo,0.20888027997823702,0.5174431881608443,11
2262770,Garten of Banban 2,0.17668034391352183,0.5174207661374267,4
1886400,Golden Rails: Road To Klondike,0.21802361488225896,0.5157337682295002,2
1046300,Pirates Outlaws,0.21754986196782922,0.5152078146185911,3
362110,Guns'N'Zombies: N'Aliens,0.15445812169129963,0.5151553041896696,11
1093280,Ancient Stories: Gods of Egypt,0.17668034391352183,0.5140855411380622,8
765770,Forest Legends: The Call of Love Collector's Edition,0.17668034391352183,0.5140855411380622,8
572430,Party Hard 2 ,0.29353670597208664,0.5129867718486063,9
2776020,Survive the Fall Demo,0.17668034391352183,0.5122567534650319,11
3233950,Star Fire Demo,0.17668034391352183,0.5122567534650319,11
1914730,Mikoverse Playtest,0.1433470105801885,0.51189391156749,5
884080,Munchies,0.21400974848551124,0.5098550054658362,8
368990,Despair,0.1433470105801885,0.5093236363761574,8
534480,Tropical Girls VR,0.17668034391352183,0.5093236363761574,8
872580,The Neon Boy,0.20888027997823702,0.5085461886377712,8
422250,ShipLord,0.14479894614187303,0.5082987380155279,8
22230,Rock of Ages,0.29545628834118814,0.5082678677109372,1
11050,Dracula: Origin,0.24042138157063725,0.5080672283253806,1
332200,Axiom Verge,0.2612860506783057,0.5079853811038223,8
1737070,风起长安：驭骨人,0.19590145628686711,0.5079141760076893,10
839630,Survisland,0.17668034391352183,0.5072072342597552,8
714160,Walking Heavy Demo,0.2116213817965379,0.5070140255310434,11
1588910,Peppy's Adventure,0.1651548269062786,0.5063842029517314,3
425960,Tabletop Simulator - Mistfall,0.13223589946907738,0.5058881569858302,12
761910,Worbital,0.29870485406343067,0.505877209171237,3
2512200,Universe in Cum 2 💦 🌎,0.19929431882142118,0.5056212257102555,4
2119650,Convenience Stories,0.1856037981456638,0.5054682228743347,12
2757720,Sonny Legacy Collection,0.19091161107612462,0.5053621722611054,11
270110,Block Story,0.21872284085709515,0.5053100590054521,11
3077790,Banagine,0.17907812206813042,0.5051339685875593,13
1516490,CompactO - Idle Game,0.1975993840783818,0.5049081772682148,12
1155790,Dreamland Solitaire: Dragon's Fury,0.21802361488225896,0.5046226571183892,2
709470,Mirrors,0.1671769373520935,0.504443722730707,3
878970,The Block Box,0.18171855850970142,0.5039831093759787,3
1044770,Goddess of Math 数学女神,0.13223589946907738,0.5038242063423843,3
1179210,Kill It With Fire,0.27956419421443734,0.5032340172048533,12
1872680,The Knight Witch,0.29242300756982287,0.5028162970750907,8
355020,Bomb The Monsters!,0.18764849537730985,0.5024350930699024,2
708710,Defend Your Castle,0.17668034391352183,0.5024132715981163,3
1212830,Seek Girl Ⅳ,0.190497072038064,0.5021868136993017,1
1060810,The Sphere of Abyss,0.21678717396804542,0.502103150334912,11
3300850,No Such Place Playtest,0.1433470105801885,0.5019277909621565,11
258180,Deus Ex: The Fall,0.2167884341754855,0.5017533813122719,11
605180,Theory of Fear,0.17668034391352183,0.5013871284396495,8
416060,Westboro,0.19337454097165777,0.5012840534819044,11
525210,Nock: Hidden Arrow,0.17668034391352183,0.5003404893748548,11
1286880,Ship Graveyard Simulator,0.19961579629053322,0.5002381690307426,0
1061880,Conan Chop Chop,0.3124301367523495,0.5002101027634808,6
1269640,Beacon Pines,0.22732630988717242,0.5000930829146157,0
