achievements_total,appid,avg_players_median_6m,categories,coming_soon,community_id,community_size,controller_support,crawl_status,crawl_timestamp,developers,discount_percent,dlc_count,final_price,first_month_in_window,genres,has_dlc,initial_price,is_free,is_synthetic_community,label_dead,label_dead_binary,last_month,linux,mac,metacritic_score,min_months_ok,min_months_required,months_used,name,pc_min_requirements,publishers,recommendations_total,release_date,required_age,supported_languages,tags,type,windows
0.0,2438230,3.275,"Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy, Free To Play",False,,,,success,2025-08-26T13:48:24.585526,Hongkong Happyall Games  Technology Limited,0.0,0.0,Free To Play,2025-02-01,"Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy, Free To Play",False,Free To Play,True,False,Dead,1,2025-07-01,False,False,,True,3,6,桌球大比拼,Minimum:OS:win7-11Processor:1GhzMemory:1 GB RAMGraphics:integratedNetwork:Broadband Internet connectionStorage:1 GB available spaceSound Card:soundblaster,Hongkong Happyall Games  Technology Limited,31.0,"24 Sep, 2023",0.0,Simplified Chinese,"Strategy, Casual, Simulation, Sports, Turn-Based Strategy, Free to Play, Indie, Tabletop, Turn-Based Tactics, 2D, 3D, 3D Vision, Top-Down, Massively Multiplayer, First-Person, PvP, Multiplayer",game,True
97.0,1021210,37.79,"Action, Indie, RPG, Strategy",False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support, Steam Input API Support",success,2025-08-24T15:26:10.636479,Trese Brothers,0.0,1.0,₪110.95,2025-02-01,"Action, Indie, RPG, Strategy",True,₪110.95,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Cyber Knights: Flashpoint,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10, Windows 11Processor:1.2 GHzMemory:2 GB RAMGraphics:GeForce GTX 660, 2 GB / Radeon HD 7870, 2 GBDirectX:Version 11Storage:12 GB available spaceAdditional Notes:Please make sure your video drivers are up-to-date!Recommended:Requires a 64-bit processor and operating systemOS:Windows 10, Windows 11Processor:2.4 GHz Quad Core CPUMemory:4 GB RAMGraphics:GeForce GTX 1070, 8 GB / Radeon RX Vega 56, 8GBDirectX:Version 11Storage:12 GB available spaceAdditional Notes:Please make sure your video drivers are up-to-date!",Trese Brothers,181.0,"2 Jun, 2025",0.0,English,"Turn-Based Combat, Character Customization, CRPG, Perma Death, Isometric, Turn-Based Tactics, Cyberpunk, Party-Based RPG, Post-apocalyptic, Turn-Based Strategy, Tactical, Stealth, Military, Tactical RPG, RPG, Strategy, Strategy RPG, Turn-Based, War, PvE",game,True
6.0,595080,0.055,"Action, Adventure",False,,,Full Xbox Controller Support,success,2025-08-26T04:06:56.067583,"Jamie Rollo, Tom Campbell",0.0,0.0,₪55.95,2019-05-01,"Action, Adventure",False,₪55.95,False,False,Dead,1,2020-07-01,False,False,,True,3,6,Silver Grapple,"Minimum:OS *:Windows VistaProcessor:Intel Core 2 Duo ProcessorMemory:2 GB RAMGraphics:NVIDIA GeForce 9200MDirectX:Version 11Storage:1 GB available spaceSound Card:IntegratedRecommended:OS *:Windows 7Processor:Intel Core i5 7200UMemory:4 GB RAMGraphics:NVIDIA GeForce 940MX 2 GBDirectX:Version 11Storage:1 GB available spaceSound Card:Integrated*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Jamie Rollo,23.0,"25 Aug, 2017",0.0,English,"Action, Adventure, Pixel Graphics, Platformer, 2D, Indie, Difficult",game,True
0.0,3980,12.06,Strategy,False,,,,success,2025-08-24T19:52:24.123717,"FireFly Studios, Firaxis Games",0.0,0.0,₪36.95,2025-02-01,Strategy,False,₪36.95,False,False,Dead,1,2025-07-01,False,False,67.0,True,3,6,CivCity: Rome,"Minimum:Windows 2000/XP (Windows 7 is not supported), 1.6 GHz processor, 512 MB RAM, 2.5 GB uncompressed space, 64 MB video card (with Hardware T&L, nVidia GeForce 3/ATI Radeon 8500 or better), DirectX 7 compatible sound card, DirectX Version 9.0c*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",2K,757.0,"24 Jul, 2006",0.0,"English, French, Spanish - Spain","Strategy, City Builder, Rome, Simulation, Historical, Singleplayer, Sandbox",game,True
5.0,3378000,5.625,"Casual, Indie, RPG, Simulation, Strategy, Free To Play",False,,,,success,2025-08-27T15:40:31.884518,理塘时报游戏制作组,0.0,0.0,Free,2025-02-01,"Casual, Indie, RPG, Simulation, Strategy, Free To Play",False,Free,True,False,Dead,1,2025-07-01,False,False,,True,3,6,尼古丁真大战芙蓉王源  Nigudin really fought against Furong Wangyuan,Minimum:Memory:2 MB RAMStorage:413 MB available spaceRecommended:Storage:413 MB available space,理塘锐刻科技发行,111.0,"Dec 31, 2024",0.0,"English, Simplified Chinese, Traditional Chinese","Free to Play, RPG, Abstract, Interactive Fiction, Comedy, Drama, Exploration, Visual Novel, Comic Book, Multiple Endings, Hand-drawn, Relaxing, Story Rich, Psychedelic, Fantasy, Funny, Sci-fi, Magic, Sexual Content, Choices Matter",game,True
0.0,1368950,39.355,"Animation & Modeling, Design & Illustration, Video Production, Game Development",False,,,,success,2025-08-23T23:11:43.847224,Live3D,0.0,0.0,Free,2025-02-01,"Animation & Modeling, Design & Illustration, Video Production, Game Development",False,Free,True,False,Dead,1,2025-07-01,False,False,,True,3,6,VTuber Maker,"Minimum:OS *:Windows® 7 or laterProcessor:Intel® Core™ i5-4570 3.20GHz or equivalentMemory:8 GB RAMGraphics:NVIDIA GeForce GTX560 or equivalentDirectX:Version 9.0Network:Broadband Internet connectionStorage:4 GB available spaceSound Card:DirectX 9.0c compatible sound cardAdditional Notes:you need a webcam.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Live3D,27.0,"7 Aug, 2020",0.0,"English, Spanish - Spain, Japanese, Simplified Chinese","Animation & Modeling, Video Production, Design & Illustration, Game Development, Free to Play, Anime, Psychological Horror, 3D, Artificial Intelligence, 2.5D, Utilities, Software",software,True
0.0,2994910,16.8,"Action, Casual, Indie, Massively Multiplayer, RPG, Simulation, Free To Play",False,,,,success,2025-08-27T16:48:27.936435,优昊齐科技,0.0,0.0,Free To Play,2025-01-01,"Action, Casual, Indie, Massively Multiplayer, RPG, Simulation, Free To Play",False,Free To Play,True,False,Dead,1,2025-06-01,False,False,,True,3,6,功夫至尊,Minimum:OS:Windows 10 & Windows 11Processor:Core i5Memory:2 GB RAMNetwork:Broadband Internet connectionStorage:2 GB available spaceRecommended:OS:Windows 10 &Windows 11Processor:Intel Core i5Memory:2 GB RAMStorage:4 GB available space,优昊齐&益游,548.0,"10 Nov, 2024",0.0,"Simplified Chinese, Traditional Chinese","Action RPG, Hack and Slash, Loot, Isometric, RPG, Multiplayer, Demons, Clicker, Fantasy, Retro, Massively Multiplayer, Dragons, Dungeon Crawler, JRPG, Roguelite, Medieval, MMORPG, War, Casual, Action",game,True
34.0,546220,1.765,Adventure,False,,,Full Xbox Controller Support,success,2025-08-26T00:11:27.969092,"Buka Development, Saturn Plus",12.0,0.0,₪18.50,2022-08-01,Adventure,False,₪106.76,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Red Comrades 3: Return of Alaska. Reloaded,"Minimum:OS *:Windows XP/Vista/7/8/8.1/10Processor:1,5 GHz processorMemory:1 GB RAMGraphics:512 MbDirectX:Version 10Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",ESDigital Games,361.0,"7 Nov, 2017",0.0,"English, Russian","Adventure, Puzzle, Dark Humor, Singleplayer, Hidden Object, Comedy, Hand-drawn, Remake, Point & Click, Classic, Funny, 2D, Time Travel, Atmospheric, Cartoony, Story Rich, Great Soundtrack, Cult Classic, Retro, Third Person",game,True
36.0,1587540,8.405,"Indie, RPG, Simulation",False,,,,success,2025-08-24T13:45:49.491414,Pirozhok Studio,0.0,1.0,₪73.99,2025-02-01,"Indie, RPG, Simulation",True,₪73.99,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Anvil Saga,"Minimum:Requires a 64-bit processor and operating systemOS *:Microsoft® Windows® 7 SP1 or higher, 64-bitProcessor:64-bit, with clock frequency higher than 1.6GHzMemory:4 GB RAMGraphics:Memory size larger than 2 GB and DirectX® 10/OpenGL 3.0 supportDirectX:Version 10Storage:2 GB available spaceSound Card:Compatible with DirectX®Recommended:Requires a 64-bit processor and operating systemOS:Microsoft® Windows® 10, 64-bit installationProcessor:64-bit, with clock frequency higher than 2.5GHzMemory:6 GB RAMGraphics:Memory size larger than 4 GB and DirectX® 11/OpenGL 4.2 supportDirectX:Version 11Storage:3 GB available spaceSound Card:Compatible with DirectX®*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",HeroCraft PC,1409.0,"16 Nov, 2023",0.0,"English, Russian, Traditional Chinese, Simplified Chinese, Korean, Japanese","Management, Pixel Graphics, RPG, Medieval, Base Building, Singleplayer, Choices Matter, Simulation, Crafting, Colony Sim, Fantasy, Building, Economy, Resource Management, Indie, Story Rich, 2D, Sandbox, Historical, Multiple Endings",game,True
0.0,1428560,1.03,"Adventure, Casual, Indie",False,,,,success,2025-08-24T03:18:01.926951,Likesblondes,0.0,0.0,₪21.95,2022-11-01,"Adventure, Casual, Indie",False,₪21.95,False,False,Dead,1,2025-05-01,True,False,,True,3,6,Life with Mary,"Minimum:OS *:Windows Vista, 7Processor:I3 2 GHZ or betterMemory:4 GB RAMGraphics:Anything supporting OpenGL / DirectXStorage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Likesblondes,88.0,"10 Nov, 2020",18.0,English,"Adventure, Casual, Character Action Game, Interactive Fiction, Choose Your Own Adventure, Dating Sim, 2D, Anime, Cartoon, Cartoony, Colorful, Cute, Character Customization, Choices Matter, Conversation, Multiple Endings, Sexual Content, Visual Novel, Nudity, Singleplayer",game,True
9.0,1163460,0.305,"Action, Adventure, Casual, Indie, RPG",False,,,,success,2025-08-25T02:16:05.555105,SeedWall,0.0,0.0,₪3.50,2019-11-01,"Action, Adventure, Casual, Indie, RPG",False,₪3.50,False,False,Dead,1,2020-09-01,False,False,,True,3,4,Daenerys doesn’t want Hentai,"Minimum:OS *:Windows 7 SP1, Windows 8.1, Windows 10Processor:2Ghz Processor or betterMemory:4 GB RAMGraphics:NVIDIA GeForce GTX 660 or AMD R9 270Storage:3 GB available spaceRecommended:OS *:Windows 7 SP1, Windows 8.1, Windows 10Processor:Inte I3 or equivalentMemory:8 GB RAMGraphics:NVIDIA GeForce GTX 750 TI or AMD R9 280X or BetterStorage:3 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",SeedWall,72.0,"15 Oct, 2019",18.0,English,"Action, Indie, Casual, RPG, Adventure, Nudity, Hentai, Sexual Content, Anime, Third Person, Female Protagonist, Character Action Game, Hack and Slash, Singleplayer, Cartoony, Action RPG, Stylized, Replay Value, Cute, Arcade",game,True
0.0,237700,0.0,,False,,,,success,2025-08-25T04:06:31.947763,,90.0,0.0,₪3.70,2013-12-01,,False,₪18.50,False,False,Dead,1,2019-08-01,True,True,,True,3,6,Star Trek Online: Romulan Starter Pack,,,0.0,,0.0,,,game,True
0.0,1789480,24.195,"Action, Early Access",False,,,,success,2025-08-25T06:14:58.482897,Small Impact Games,0.0,0.0,₪110.95,2025-02-01,"Action, Early Access",False,₪110.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Marauders,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 64-bitProcessor:Intel Core i5-6600/AMD Ryzen 3 1300XMemory:12 GB RAMGraphics:NVIDIA GeForce GTX 960 4GB/AMD Radeon R9 380 4GBDirectX:Version 11Network:Broadband Internet connectionStorage:10 GB available spaceAdditional Notes:Be advised! Marauders is still in development, so these requirements are subject to change before the release!Recommended:Requires a 64-bit processor and operating systemOS:Windows 10 64-bitProcessor:Intel Core i5-8400/AMD Ryzen 5 2600XMemory:16 GB RAMGraphics:NVIDIA GeForce GTX 1060 6GB /AMD Radeon RX 590 8GBDirectX:Version 11Network:Broadband Internet connectionStorage:10 GB available spaceAdditional Notes:Be advised! Marauders is still in development, so these requirements are subject to change before the release!",Team17,70.0,"3 Oct, 2022",18.0,"English, French, Italian, German, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Polish, Turkish","Early Access, Extraction Shooter, Looter Shooter, PvP, Perma Death, FPS, Shooter, First-Person, Alternate History, Open World, Loot, Space Sim, Space, Realistic, Action, Military, Pirates, Tactical, Atmospheric, War",game,True
0.0,1096550,12.79,"Casual, Indie, Simulation, Animation & Modeling, Audio Production, Design & Illustration, Utilities",False,,,,success,2025-08-24T21:23:56.553582,DesktopMMD Team,0.0,0.0,₪14.50,2025-02-01,"Casual, Indie, Simulation, Animation & Modeling, Audio Production, Design & Illustration, Utilities",False,₪14.50,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Desktop Magic Engine,"Minimum:OS *:Windows 7 (with Aero), 8, 8.1, 10Processor:Intel i3 or equivalentMemory:1 GB RAMGraphics:HD Graphics 4000 or aboveStorage:200 MB available spaceRecommended:OS:Windows 10Processor:Intel i7 or equivalentMemory:2 GB RAMGraphics:NVIDIA GeForce GTX 660, AMD HD7870, 2 GB VRAM or aboveStorage:500 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",DesktopMMD Team,720.0,"18 Jul, 2020",0.0,"English, Simplified Chinese, Japanese, Korean","Utilities, Animation & Modeling, Casual, Simulation, Audio Production, Indie, Nudity, Sexual Content, Design & Illustration, Anime, 3D, Software, Singleplayer, Music, Relaxing, 3D Vision, Cartoon, Beautiful, Funny, Realistic",software,True
45.0,2967500,1.0,Adventure,False,,,,success,2025-08-27T15:04:33.139095,Lundgraph,0.0,0.0,₪36.95,2025-01-01,Adventure,False,₪36.95,False,False,Dead,1,2025-06-01,False,True,,True,3,5,The Ransom of Atawallpa,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7, Windows 8, Windows 8.1, Windows 10 (64-bit)Processor:2ghz processorMemory:4 GB RAMGraphics:Integrated GraphicsRecommended:Requires a 64-bit processor and operating systemOS *:Windows 7, Windows 8, Windows 8.1, Windows 10 (64-bit)Processor:3ghz processorMemory:4 GB RAMGraphics:Integrated Graphics*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Lundgraph,0.0,"1 Aug, 2024",0.0,English,"Adventure, Casual, Point & Click, Puzzle, Hidden Object, 2D, Education, Family Friendly, Historical, Logic, Singleplayer",game,True
0.0,1693000,2.38,"Indie, Strategy, Early Access",False,,,,success,2025-08-24T21:58:38.658612,Aries,0.0,0.0,₪43.95,2022-03-01,"Indie, Strategy, Early Access",False,₪43.95,False,False,Dead,1,2023-02-01,False,False,,True,3,6,Within the Range,Minimum:Requires a 64-bit processor and operating systemOS:win7Processor:Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz   1.80 GHzMemory:8 GB RAMGraphics:NVIDIA GeForce MX150DirectX:Version 12Network:Broadband Internet connectionStorage:4 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:win10Processor:Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz   2.59 GHzMemory:16 GB RAMGraphics:NVIDIA GeForce GTX 1050DirectX:Version 12Network:Broadband Internet connectionStorage:5 GB available space,Aries,229.0,"28 Jul, 2021",0.0,"English, Simplified Chinese","Strategy, Wargame, RTS, 3D, Sci-fi, War, Physics, Early Access, Combat, Indie, Singleplayer",game,True
0.0,1271050,1.7,Action,False,,,Partial Xbox Controller Support,success,2025-08-25T10:04:04.848271,Scumhead,0.0,0.0,Free,2022-02-01,Action,False,Free,True,False,Dead,1,2024-05-01,True,False,,True,3,6,Shrine,Minimum:Requires a 64-bit processor and operating systemOS:64-bitProcessor:2.4 GHz Dual-CoreMemory:4 GB RAMGraphics:Dedicated GPU - anything capable of running OpenGL 4.0 (eg. ATI Radeon HD 57xx or Nvidia GeForce 400 and higher)Storage:300 MB available spaceSound Card:DirectX® 9.0b compatible 16-bit sound card and latest driversRecommended:Requires a 64-bit processor and operating system,Scumhead,904.0,"16 Nov, 2019",0.0,English,"Action, FPS, Retro, Horror, First-Person, Lovecraftian, Free to Play, Boomer Shooter, Singleplayer, Pixel Graphics, Shooter, Indie, Atmospheric, Exploration, Violent",game,True
17.0,1018000,3.305,"Action, Casual",False,,,Partial Xbox Controller Support,success,2025-08-24T15:04:27.219837,KONAMI,0.0,0.0,₪73.95,2025-01-01,"Action, Casual",False,₪73.95,False,False,Dead,1,2025-06-01,False,False,,True,3,6,Arcade Classics Anniversary Collection,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 - 64bitProcessor:Intel Core-i3 4160Memory:4 GB RAMGraphics:Intel HD Graphics 4400 (VRAM 128MB)DirectX:Version 11Storage:300 MB available spaceSound Card:DirectX 11 compatibleAdditional Notes:1280 x 720 monitor resolutionRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 - 64bitProcessor:Intel Core i3-6300Memory:4 GB RAMGraphics:Geforce GTX 750 Ti (VRAM 2GB)DirectX:Version 11Storage:300 MB available spaceSound Card:DirectX 11 compatibleAdditional Notes:1920 x 1080 monitor resolution, 　Gamepad or Controller Recommended",KONAMI,317.0,"18 Apr, 2019",0.0,"English, Japanese","Action, Casual, Arcade, Shoot 'Em Up, Classic, Retro, 2D, Space, 1980s, Shooter, Pixel Graphics, Side Scroller",game,True
53.0,1933490,5.495,Casual,False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support, Steam Input API Support",success,2025-08-23T20:05:46.335457,Oink Games Inc.,0.0,5.0,$24.99,2025-02-01,Casual,True,$24.99,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Let's Play! Oink Games,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 (SP1+)Processor:Intel Core i5Memory:4 GB RAMDirectX:Version 11Storage:2 GB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Oink Games Inc.,58.0,"Jul 6, 2022",0.0,"English, French, Italian, German, Spanish - Spain, Portuguese - Portugal, Simplified Chinese, Traditional Chinese, Japanese, Korean","Casual, Board Game, Multiplayer, Local Multiplayer, Turn-Based Tactics, Real Time Tactics, PvP, Tabletop, 3D, Controller, Family Friendly, Online Co-Op, Singleplayer, Local Co-Op, Co-op, 4 Player Local, Card Game",game,True
51.0,1450120,26.435,RPG,False,,,"Partial Xbox Controller Support, PS4 Controller Support",success,2025-08-24T04:52:39.886444,Nihon Falcom,60.0,0.0,₪52.78,2025-02-01,RPG,False,₪131.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,The Legend of Heroes: Sen no Kiseki I KAI -Thors Military Academy 1204-,Minimum:OS:Windows 10Processor:Core i3-3220Memory:８ GB RAMGraphics:Geforce GTX 650 TiDirectX:Version 11Storage:13 GB available spaceSound Card:OnboardRecommended:OS:Windows 10Processor:Ryzen 5 1400Memory:16 GB RAMGraphics:Radeon R7 370DirectX:Version 11Storage:13 GB available spaceSound Card:Onboard,Clouded Leopard Entertainment,537.0,"7 Feb, 2021",0.0,"Traditional Chinese, Japanese, Korean","RPG, Singleplayer, JRPG, Story Rich, Turn-Based Combat, Anime, Adventure, Action, Casual, Party-Based RPG, Fantasy",game,True
0.0,1321590,0.67,"Adventure, Casual",False,,,,success,2025-08-23T19:55:33.425861,AMAX Interactive,0.0,0.0,₪36.95,2020-08-01,"Adventure, Casual",False,₪36.95,False,False,Dead,1,2023-09-01,False,False,,True,3,6,Dark Tales: Edgar Allan Poe's The Bells Collector's Edition,"Minimum:OS *:Windows 7/Windows 8/Windows 10Processor:1.4 GHzMemory:1024 MB RAMGraphics:922DirectX:Version 9.0*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Big Fish Games,12.0,"15 May, 2020",0.0,English,"Adventure, Casual, Hidden Object, Mystery, Point & Click",game,True
59.0,225260,34.98,"Action, Adventure, Strategy",False,,,Full Xbox Controller Support,success,2025-08-25T03:33:16.436605,Double Fine Productions,0.0,1.0,₪55.95,2025-02-01,"Action, Adventure, Strategy",True,₪55.95,False,False,Dead,1,2025-07-01,True,True,80.0,True,3,6,Brütal Legend,"Minimum:OS *:Windows XP SP3Processor:Intel Core 2 Duo at 2.2 GHz, or AMD Athlon 64 at 2.2 GHzMemory:1 GB RAMGraphics:512 MB GeForce 220, Radeon 4550, Intel HD 3000 GraphicsDirectX®:9.0cHard Drive:8 GB HD spaceSound:DirectX Compatible Sound CardOther Requirements:Broadband Internet connectionRecommended:OS *:Windows 7Processor:Intel i5 Duo at 2.5 GHz, or AMD FX 3.5 GHzMemory:2 GB RAMGraphics:512 MB GeForce 650, Radeon 7000DirectX®:9.0cHard Drive:8 GB HD spaceSound:DirectX Compatible Sound CardOther Requirements:Broadband Internet connection*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Double Fine Productions,135.0,"26 Feb, 2013",0.0,"English, German, French, Italian, Spanish - Spain","Action, Comedy, Adventure, Great Soundtrack, Open World, Music, Hack and Slash, Strategy, Third Person, Funny, RTS, Fantasy, Singleplayer, Gothic, Action-Adventure, Multiplayer, Atmospheric, Beat 'em up, RPG, Action RPG",game,True
1.0,2503710,2.975,Adventure,False,,,Partial Xbox Controller Support,success,2025-08-23T21:36:39.807008,Rotten Barrel,0.0,0.0,₪29.50,2023-07-01,Adventure,False,₪29.50,False,False,Dead,1,2023-10-01,False,False,,True,3,4,Only One Way Up,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 8/10/11 (64-Bit)Processor:Intel Core i5-6600@ 3.1 GHz or AMD R5 1600X @ 3.5 GHz or equivalentMemory:8 GB RAMGraphics:NVIDIA GeForce GTX 1650 or equivalentDirectX:Version 12Storage:7 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS *:Windows 8/10/11 (64-Bit)Processor:Intel Core i7-6600@ 3.1 GHz or AMD R5 1600X @ 3.5 GHz or equivalentMemory:8 GB RAMGraphics:Intel Core i5 10400 3.1 GHz or AMD Ryzen 5 2600x 3.1 GHzDirectX:Version 12Storage:7 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Rotten Barrel,22.0,"21 Jul, 2023",0.0,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Turkish, Ukrainian, Vietnamese","Adventure, 3D Platformer, Parkour, Difficult, Platformer, Open World, Exploration, 3D, Third Person, Atmospheric, Surreal, Singleplayer, Physics",game,True
31.0,2718010,2.2,"Action, Adventure",False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-25T10:57:15.353924,"Big Green Pillow, Mother Gaia Studio",0.0,1.0,₪18.50,2024-08-01,"Action, Adventure",True,₪18.50,False,False,Dead,1,2025-01-01,False,True,,True,3,3,Slash Quest,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Multi-core 2.5GHzMemory:4 GB RAMGraphics:NVIDIA GeForce GTX 1050 or equivalentStorage:2 GB available spaceRecommended:Requires a 64-bit processor and operating systemMemory:8 GB RAM,Noodlecake,98.0,"15 Aug, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Turkish, Portuguese - Brazil","Swordplay, Dungeon Crawler, Fantasy, Funny, Intentionally Awkward Controls, Top-Down, Action-Adventure, Hack and Slash, 2D, Linear, Narration, Action, Top-Down Shooter, Colorful, Magic, Medieval, Comedy, Physics, Arcade, Adventure",game,True
0.0,10040,0.0,,False,,,,success,2025-08-24T21:06:01.780819,,95.0,0.0,₪12.45,2016-04-01,,False,₪249.00,False,False,Dead,1,2019-08-01,True,True,,True,3,6,The History Channel: Battle for the Pacific,,,0.0,,0.0,,,game,True
0.0,1226310,0.47,"Action, Casual, Free To Play, Indie",False,,,,success,2025-08-25T07:11:20.244198,,0.0,0.0,Free,2020-05-01,"Action, Casual, Free To Play, Indie",False,Free,True,False,Dead,1,2021-12-01,False,False,,True,3,5,Return. (Free),"Minimum:OS *:Windows XP or higherProcessor:Intel Pentium 4 SeriesMemory:1 GB RAMGraphics:CPU-integrated or on-board graphicsDirectX:Version 9.0Storage:30 MB available spaceSound Card:DirectX-compatible sound card*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",PsychoFlux Entertainment,124.0,"3 Aug, 2018",0.0,English,"Free to Play, Indie, Casual, Action, Cute, Pixel Graphics, Platformer, Retro, Singleplayer, 2D, Atmospheric, Beautiful, Short, Difficult, Great Soundtrack, Side Scroller, Emotional, GameMaker, Psychological Horror, Horror",game,True
0.0,601780,1.005,Utilities,False,,,,success,2025-08-26T04:35:49.885748,DevPossible,0.0,0.0,₪14.50,2024-06-01,Utilities,False,₪14.50,False,False,Dead,1,2025-02-01,False,False,,True,3,6,VoiceWarrior,"Minimum:OS *:Windows 7 x64Processor:1.8 GHz Intel® dual core or equivalent AMD processor (x64)Memory:1 GB RAMGraphics:DirectX 9-class graphics cardStorage:300 MB available spaceSound Card:Sound card with Microphone SupportAdditional Notes:Microphone required!Recommended:OS:Windows 10 x64Processor:2.2 GHz Intel® dual core or equivalent AMD processor (x64)Memory:2 GB RAMGraphics:DirectX 9-class graphics cardStorage:300 MB available spaceSound Card:Sound card with Microphone SupportAdditional Notes:Headset microphone with noise cancelling for speech.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",DevPossible,24.0,"20 Nov, 2017",0.0,English,Utilities,software,True
0.0,1163870,4.775,"Action, Indie",False,,,,success,2025-08-25T02:17:33.811647,Damian Kubiak,0.0,2.0,₪58.95,2025-02-01,"Action, Indie",True,₪58.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Mecha Knights: Nightmare,Minimum:OS:Windows 10/64Processor:Core i7-6800KMemory:12 GB RAMGraphics:GeForce GTX 970 4GBDirectX:Version 11Storage:20 GB available spaceRecommended:OS:Windows 10/64Processor:Core i7-8086KMemory:12 GB RAMGraphics:NVIDIA GeForce GTX 1060 6 GBDirectX:Version 11Storage:20 GB available space,Damian Kubiak,13.0,"30 Aug, 2021",0.0,English,"Mechs, Robots, Singleplayer, Action, Military, Moddable, Indie, Shooter, Third Person, Post-apocalyptic, Sci-fi, Horror, First-Person, Character Customization, Violent, Gore, PvE, Third-Person Shooter, Action-Adventure, FPS",game,True
36.0,1470110,43.585,"Action, Casual, Indie",False,,,Partial Xbox Controller Support,success,2025-08-24T06:09:35.423085,Evil Tortilla Games,0.0,1.0,₪25.95,2025-02-01,"Action, Casual, Indie",True,₪25.95,False,False,Dead,1,2025-07-01,False,True,,True,3,6,Who's Your Daddy Playtest,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows XP 64Processor:2 GHzMemory:4 GB RAMGraphics:GeForce 460/Radeon HD 5850/Intel HD 4600 with at least 1024 MB video RAMDirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:6 GB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Evil Tortilla Games,136.0,"23 Dec, 2015",18.0,"English, Simplified Chinese, French, German, Spanish - Spain, Danish, Polish, Portuguese - Portugal, Russian, Traditional Chinese, Ukrainian","Funny, Multiplayer, First-Person, Comedy, Simulation, Online Co-Op, Strategy, Dark Humor, Co-op, Casual, Indie, Split Screen, Action, Early Access, Difficult, Sandbox, Survival, Third Person, Adventure, Singleplayer",game,True
